120,11.913,41.825,31.178,13.805,1.9709,0
121,11.903,41.715,31.087,13.785,1.9685,0
122,11.893,41.602,30.996,13.764,1.966,0
123,11.883,41.488,30.906,13.743,1.9634,0
124,11.873,41.373,30.816,13.721,1.9607,0
125,11.864,41.256,30.727,13.699,1.958,0
126,11.854,41.138,30.639,13.677,1.9551,0
127,11.845,41.02,30.552,13.655,1.9522,0
128,11.836,40.902,30.466,13.632,1.9492,0
129,11.827,40.783,30.382,13.61,1.9462,0
130,11.819,40.666,30.299,13.587,1.9431,0
131,11.811,40.549,30.219,13.564,1.94,0
132,11.803,40.434,30.14,13.541,1.9368,0
133,11.797,40.32,30.063,13.519,1.9337,0
134,11.79,40.208,29.989,13.497,1.9305,0
135,11.784,40.099,29.918,13.475,1.9274,0
136,11.782,40.006,29.857,13.453,1.9245,0
137,11.78,39.917,29.799,13.433,1.9217,0
138,11.779,39.834,29.746,13.414,1.919,0
139,11.778,39.757,29.697,13.397,1.9163,0
140,11.778,39.684,29.651,13.382,1.9138,0
141,11.779,39.616,29.609,13.369,1.9114,0
142,11.78,39.553,29.57,13.358,1.9091,0
143,11.782,39.494,29.534,13.348,1.9068,0
144,11.784,39.439,29.501,13.339,1.9046,0
145,11.787,39.387,29.471,13.333,1.9025,0
146,11.79,39.339,29.444,13.327,1.9005,0
147,11.794,39.295,29.42,13.323,1.8985,0
148,11.798,39.255,29.399,13.321,1.8965,0
149,11.803,39.217,29.38,13.32,1.8947,0
150,11.808,39.184,29.365,13.32,1.8928,0
151,11.813,39.153,29.352,13.321,1.8911,0
152,11.819,39.126,29.342,13.323,1.8894,0
153,11.826,39.103,29.335,13.327,1.8877,0
154,11.833,39.082,29.33,13.332,1.8861,0
155,11.841,39.065,29.328,13.339,1.8845,0
156,11.849,39.052,29.329,13.346,1.883,0
157,11.857,39.042,29.333,13.355,1.8815,0
158,11.867,39.035,29.34,13.365,1.8801,0
159,11.876,39.032,29.349,13.376,1.8788,0
160,11.886,39.032,29.361,13.388,1.8775,0
161,11.897,39.036,29.376,13.402,1.8762,0
162,11.908,39.043,29.394,13.416,1.875,0
163,11.92,39.054,29.415,13.432,1.8739,0
164,11.932,39.068,29.439,13.45,1.8728,0
165,11.945,39.085,29.465,13.468,1.8718,0
166,11.958,39.106,29.494,13.488,1.8708,0
167,11.972,39.131,29.526,13.509,1.8698,0
168,11.987,39.159,29.561,13.531,1.869,0
169,12.002,39.191,29.599,13.554,1.8681,0
170,12.017,39.226,29.64,13.579,1.8674,0
171,12.033,39.264,29.683,13.605,1.8667,0
172,12.049,39.306,29.73,13.632,1.866,0
173,12.066,39.352,29.779,13.66,1.8654,0
174,12.084,39.401,29.831,13.69,1.8649,0
175,12.102,39.454,29.886,13.721,1.8644,0
176,12.12,39.511,29.944,13.753,1.864,0
177,12.139,39.571,30.004,13.787,1.8636,0
178,12.159,39.634,30.068,13.822,1.8633,0
179,12.179,39.701,30.134,13.858,1.863,0
180,12.2,39.772,30.204,13.895,1.8628,0
181,12.221,39.846,30.276,13.934,1.8627,0
182,12.242,39.924,30.351,13.974,1.8626,0
183,12.264,40.005,30.429,14.016,1.8626,0
184,12.287,40.09,30.51,14.059,1.8626,0
185,12.31,40.179,30.594,14.103,1.8627,0
186,12.333,40.271,30.68,14.149,1.8628,0
187,12.358,40.367,30.77,14.195,1.8631,0
188,12.382,40.466,30.862,14.244,1.8633,0
189,12.407,40.569,30.957,14.293,1.8637,0
190,12.433,40.675,31.055,14.344,1.864,0
