8,0.30202,0.52932,0.58805,0.58381,0.096447,0.048478,2.5456
34,0.29422,0.8744,0.63574,0.38045,0.043651,0.021871,2.3093
60,0.27594,0.94229,0.73288,0.35287,0.043649,0.021853,2.2057
86,0.2669,0.95087,0.73559,0.31849,0.043648,0.021845,2.2107
112,0.26284,0.94337,0.70013,0.30574,0.043648,0.021841,2.1729
138,0.2667,0.89546,0.6703,0.30605,0.043648,0.021838,2.2901
164,0.28005,0.91026,0.68639,0.3091,0.043647,0.021835,2.3394
190,0.28911,0.94794,0.72264,0.33738,0.043647,0.021835,2.3394
